57.224,0.0027597,0.0024186,0.0010182,0.00079425
59.948,0.0024117,0.0021069,0.00087361,0.00068174
62.803,0.0021075,0.0018354,0.00074957,0.00058517
65.793,0.0018417,0.0015988,0.00064315,0.00050229
68.926,0.0016095,0.0013928,0.00055184,0.00043115
72.208,0.0014063,0.0012129,0.00047304,0.00036975
75.646,0.0012286,0.0010558,0.00040499,0.00031671
79.248,0.0010734,0.00091909,0.00034672,0.00027128
83.022,0.00093775,0.00080007,0.00029684,0.00023237
86.975,0.00081926,0.00069645,0.00025414,0.00019904
91.116,0.00071564,0.00060603,0.00021735,0.00017031
95.455,0.00062501,0.00052713,0.00018567,0.00014556
100.0,0.00054586,0.0004585,0.00015861,0.0001244
1.0,219.98,213.06,134.46,96.101
1.0476,194.49,188.64,119.32,85.294
1.0975,171.94,167.02,105.88,75.702
1.1498,151.96,147.76,93.857,67.135
1.2045,134.27,130.63,83.121,59.496
1.2619,118.63,115.49,73.612,52.725
1.3219,104.81,102.1,65.191,46.725
1.3849,92.604,90.266,57.734,41.408
1.4508,81.743,79.753,51.076,36.667
1.5199,72.106,70.433,45.152,32.45
1.5923,63.605,62.201,39.915,28.718
1.6681,56.106,54.932,35.285,25.415
1.7475,49.492,48.512,31.192,22.492
1.8307,43.702,42.843,27.543,19.889
1.9179,38.614,37.837,24.306,17.578
2.0092,34.118,33.416,21.448,15.536
2.1049,30.146,29.511,18.927,13.73
2.2051,26.636,26.063,16.702,12.135
2.3101,23.506,22.993,14.722,10.715
2.4201,20.731,20.275,12.97,9.4571
2.5354,18.284,17.878,11.426,8.3467
2.6561,16.126,15.764,10.066,7.3667
2.7826,14.222,13.9,8.8678,6.5016
2.9151,12.513,12.238,7.8031,5.7321
3.0539,10.999,10.768,6.863,5.0516
3.1993,9.6676,9.4748,6.0362,4.4518
3.3516,8.4976,8.3367,5.309,3.9232
3.5112,7.4692,7.3353,4.6694,3.4573
3.6784,6.5737,6.4532,4.1014,3.0429
3.8535,5.7878,5.6769,3.6011,2.6771
4.037,5.0958,4.994,3.1617,2.3553
4.2292,4.4865,4.3932,2.776,2.0721
4.4306,3.95,3.8646,2.4373,1.823
4.6416,3.4746,3.3962,2.1368,1.6014
4.8626,3.0558,2.9838,1.8727,1.4064
5.0941,2.6875,2.6215,1.6412,1.235
5.3367,2.3636,2.3032,1.4384,1.0846
5.5908,2.0786,2.0235,1.2606,0.9524
5.857,1.8265,1.776,1.103,0.83497
6.1359,1.6048,1.5584,0.96497,0.73184
6.4281,1.41,1.3676,0.84418,0.64144
6.7342,1.2388,1.2001,0.7385,0.56219
7.0548,1.0884,1.053,0.64605,0.49273
7.3907,0.95547,0.92306,0.56422,0.43102
7.7426,0.83873,0.80905,0.49267,0.37698
8.1113,0.73624,0.70911,0.4302,0.32971
8.4975,0.64628,0.62152,0.37565,0.28836
8.9022,0.5673,0.54474,0.32802,0.2522
9.326,0.49757,0.47694,0.28588,0.22007
9.7701,0.4364,0.41756,0.24915,0.19203
10.235,0.38275,0.36558,0.21713,0.16755
10.723,0.33569,0.32006,0.18923,0.1462
11.233,0.29441,0.2802,0.1649,0.12756
11.768,0.25801,0.24509,0.14344,0.11104
12.328,0.22611,0.21438,0.12476,0.096658
12.915,0.19815,0.18751,0.10852,0.08414
13.53,0.17364,0.16401,0.094394,0.073242
14.175,0.15216,0.14345,0.082094,0.063745
14.85,0.13325,0.12537,0.071272,0.055364
15.557,0.1167,0.10957,0.061876,0.048084
16.298,0.1022,0.095767,0.053719,0.041761
17.074,0.089495,0.083699,0.046638,0.03627
17.886,0.078368,0.073146,0.04048,0.031492
18.738,0.068595,0.063889,0.035078,0.027293
19.63,0.060041,0.055804,0.030396,0.023654
20.565,0.052553,0.048741,0.02634,0.0205
21.544,0.045999,0.042573,0.022824,0.017767
22.57,0.04026,0.037181,0.019772,0.015392
23.645,0.035228,0.032459,0.017101,0.013314
24.771,0.030824,0.028337,0.014791,0.011516
25.95,0.026971,0.024738,0.012793,0.0099606
27.186,0.0236,0.021596,0.011065,0.0086154
28.48,0.020649,0.018851,0.0095666,0.0074488
29.836,0.018064,0.01645,0.0082589,0.0064307
